법정동코드,법정동명,폐지여부
4180033000,경기도 연천군 백학면,존재
4180034000,경기도 연천군 미산면,존재
4180035000,경기도 연천군 왕징면,존재
4180036000,경기도 연천군 신서면,존재
4180037000,경기도 연천군 중면,존재
4180038000,경기도 연천군 장남면,존재
4182000000,경기도 가평군,존재
4182025000,경기도 가평군 가평읍,존재
4182031000,경기도 가평군 설악면,존재
4182032500,경기도 가평군 청평면,존재
4182033000,경기도 가평군 상면,존재
4182034500,경기도 가평군 조종면,존재
4182035000,경기도 가평군 북면,존재
4183000000,경기도 양평군,존재
4183025000,경기도 양평군 양평읍,존재
4183031000,경기도 양평군 강상면,존재
4183032000,경기도 양평군 강하면,존재
4183033000,경기도 양평군 양서면,존재
4183034000,경기도 양평군 옥천면,존재
4183035000,경기도 양평군 서종면,존재
4183036000,경기도 양평군 단월면,존재
4183037000,경기도 양평군 청운면,존재
4183038000,경기도 양평군 양동면,존재
4183039500,경기도 양평군 지평면,존재
4183040000,경기도 양평군 용문면,존재
4183041000,경기도 양평군 개군면,존재
